0,2,1.69753
56,57,2.05782
111,112,2.30916
165,167,2.78545
220,222,2.98323
280,277,3.08045
336,332,3.26674
391,387,3.29521
445,442,3.35366
554,552,3.82911
663,662,3.99077
718,717,4.12125
783,772,4.21309
946,937,4.30912
4973,5007,4.35879
5027,5062,4.51493
10942,11057,4.86334
14667,14797,5.19759
39683,40042,5.27003
236974,239527,5.42115
253679,256412,5.5
2028036,2052327,5.58118
2279776,2307087,5.66479
3103477,3141217,5.93137
3208882,3247752,6.0259
5654115,5722697,6.43617
14730552,14909622,6.90639
15005369,15187812,7.03488
