0,2,0.746177
44,57,1.07805
88,112,1.36139
132,167,1.8201
176,222,2.17626
219,277,2.66755
263,332,2.6865
437,552,2.91426
524,662,3.03106
1130,1432,3.08045
1303,1652,3.13147
1346,1707,3.32418
1389,1762,3.38367
1476,1872,3.99077
2692,3412,4.03333
2735,3467,4.12125
20008,25302,4.56949
146976,185902,4.80159
226041,285947,4.92671
228433,288972,5.12712
695273,879287,5.42115
1473621,1863897,5.5
1833840,2319682,5.58118
1996987,2526152,5.66479
5104564,6457277,5.83977
10600887,13412192,5.93137
34937194,44202457,6.22428
53985899,68301807,7.03488
