0,2,1.1
46,57,1.19001
90,112,1.30052
134,167,1.63161
178,222,1.71291
221,277,2.11538
396,497,2.24074
439,552,2.2541
482,607,2.59434
524,662,2.8484
654,827,3.15762
697,882,3.38367
784,992,3.68005
2018,2532,3.79073
4852,6162,3.90827
20894,26457,4.16667
24325,30802,4.26056
38968,49337,4.30912
49406,62537,4.40962
56792,71887,4.62538
78529,99332,4.80159
104642,132387,4.86334
113782,143937,5.27003
2110933,2670747,5.34452
2325898,2941842,5.5
2538364,3210847,5.93137
4702835,5949132,6.22428
25899350,32764767,6.78251
218748683,276732997,6.90639
226861595,286995777,7.45074
