0,1,0.929625
46,56,1.38128
90,111,1.79419
134,166,2.15149
480,606,2.17626
523,661,2.47545
653,826,2.95988
788,991,3.15762
1049,1321,3.23876
1092,1376,3.47701
1136,1431,3.54215
1350,1706,3.68005
3193,4016,3.82911
4495,5666,4.03333
5054,6381,4.16667
5184,6546,4.21309
5314,6711,4.26056
7607,9626,4.51493
39331,49776,4.56949
39417,49886,4.74138
84420,106811,4.80159
152484,192996,4.86334
298079,377301,5.19759
298165,377411,5.34452
331503,419541,5.42115
1468248,1857846,5.66479
3977998,5034701,7.03488
45754676,57922976,7.16825
50764327,64265521,7.91885
