0,2,1.10644
44,57,1.46702
87,112,1.87423
175,222,2.17626
262,332,2.2016
306,387,2.52504
349,442,2.61226
393,497,2.66755
524,662,2.80612
655,827,2.98323
712,882,3.38367
973,1212,3.47701
1016,1267,3.57565
2316,2917,3.68005
2578,3247,3.7531
2621,3302,3.90827
2708,3412,4.07682
5152,6492,4.16667
9465,11937,4.51493
92821,117317,4.80159
195745,247392,4.86334
424728,537022,4.92671
424900,537242,5.05853
875461,1107482,5.19759
1047425,1325227,5.75095
3960790,5010557,6.22428
24820227,31406817,6.32845
53904120,68210507,6.43617
76361785,96628787,6.78251
197730124,250210787,7.16825
