0,2,0.765823
33,57,1.1537
70,112,1.36139
106,167,1.85583
232,332,2.06908
275,387,2.55922
319,442,2.8484
363,497,2.91426
407,552,3.15762
713,937,3.26674
888,1157,3.29521
944,1212,3.54215
3201,4072,3.94909
4205,5337,4.07682
8376,10617,4.40962
15958,20187,4.46165
32605,41252,4.68266
35833,45322,4.80159
35918,45432,4.99175
65672,83052,5.12712
69181,87507,5.19759
1142662,1445677,5.42115
1142706,1445732,5.5
2564547,3244782,5.58118
3138406,3970452,6.0259
72322747,91507187,6.54762
124011587,156910217,7.16825
