0,2,1.37625
87,112,1.57061
131,167,2.09198
174,222,2.44346
218,277,2.95988
520,662,3.18421
563,717,3.41422
607,772,3.64458
650,827,3.79073
1889,2422,3.82911
12772,16172,3.94909
15967,20187,4.21309
18257,23047,4.26056
19166,24202,4.74138
36572,46202,5.05853
510901,646747,5.12712
810052,1025312,5.34452
3199316,4049652,5.66479
3316936,4198537,5.75095
3896652,4932567,5.93137
4787072,6059847,6.12348
7999028,10126822,6.22428
68293726,86457912,6.32845
83460112,105658412,6.43617
108492643,137345727,6.54762
149655075,189450087,7.45074
