0,2,1.45573
45,57,2.11538
89,112,2.35226
133,167,2.47545
177,222,3.05556
221,277,3.29521
265,332,3.68005
1058,1322,3.79073
1143,1432,3.99077
2258,2862,4.12125
2343,2972,4.16667
2472,3137,4.30912
3702,4677,4.40962
3745,4732,4.46165
23710,29977,4.51493
23797,30087,4.56949
55740,70512,4.62538
55870,70677,4.80159
187962,237767,4.99175
318076,402272,5.05853
1458872,1845802,5.12712
1546145,1956352,5.5
1753081,2218317,5.66479
3016572,3816947,5.75095
5759614,7288382,5.93137
6705277,8484907,6.0259
6705320,8484962,6.43617
