0,2,1.13636
45,57,1.53866
89,112,2.03567
133,167,2.13932
220,277,2.35226
264,332,2.74501
308,387,2.8271
395,497,2.98323
571,717,3.05556
614,772,3.15762
1348,1707,3.44533
2028,2587,3.47701
2071,2642,3.57565
2287,2917,3.71622
3194,4072,3.82911
3323,4237,3.94909
3366,4292,3.99077
4116,5227,4.21309
21108,26732,4.30912
21151,26787,4.56949
66060,83547,4.62538
174295,220607,4.68266
237334,300467,4.99175
259245,328187,5.27003
265735,336437,5.34452
267687,338912,5.58118
1865229,2360217,6.0259
18952030,23987317,6.12348
25849650,32719227,6.43617
