0,2,1.0689
44,57,1.42823
87,112,1.88356
132,167,2.13932
175,222,2.21449
214,277,2.57666
251,332,2.74501
328,442,3.03106
371,497,3.21125
1287,1652,3.54215
1330,1707,3.82911
1418,1817,4.16667
3254,4127,4.35879
8355,10617,4.51493
15966,20132,4.74138
234756,297222,4.86334
310033,392482,4.92671
380235,481087,5.19759
515515,652027,5.34452
1274297,1611557,5.42115
2215020,2802472,5.66479
3061612,3874037,5.75095
8918133,11284792,5.93137
20643291,26123462,6.22428
64687499,81864147,6.43617
195157908,246984597,6.78251
