0,2,0.999616
49,53,1.47616
96,104,1.82398
144,155,2.38624
192,206,2.87086
239,257,3.34319
287,308,3.41339
335,359,3.4496
496,512,3.56301
547,563,3.81378
1039,1073,3.85905
1197,1226,3.95289
2198,2297,4.37879
4370,4643,4.5
5326,5663,4.62811
7268,7754,4.69495
7315,7805,4.83457
31432,33917,5.22289
69880,75482,5.48734
81844,88436,5.58155
364449,393977,5.78
586090,633626,5.88462
1266225,1369046,6.3439
1397182,1510367,6.47015
4636070,5011721,6.73834
18196478,19669274,7.02973
19862789,21469931,7.34746
46972249,50775398,7.51734
72760004,78649805,7.69527
