0,2,0.0280326
49,4,0.835174
87,6,1.02542
163,10,1.13979
201,12,1.16078
391,22,1.21681
1288,70,1.22074
1326,72,1.22868
1365,74,1.26569
1403,76,1.47849
1441,78,1.4843
1591,86,1.67497
1629,88,1.68242
1705,92,1.71291
2339,126,1.80274
2377,128,1.92186
2416,130,2.03567
16555,886,2.11538
38628,2064,2.13932
39194,2094,2.15149
59130,3162,2.2016
94704,5064,2.22754
94780,5068,2.2541
132764,7092,2.30916
292352,15624,2.45935
557726,29784,2.61226
2330431,124398,2.78545
2391889,127670,2.91426
2786677,148738,3.23876
4862308,259504,3.44533
69034100,3683838,3.54215
