0,2,0.0280326
201,14,0.615087
238,16,0.660192
275,18,0.749133
349,22,0.775243
387,24,0.894441
461,28,0.95066
499,30,0.980233
538,32,1.01442
616,36,1.27422
655,38,1.45014
2494,136,1.5201
3850,208,1.57061
4709,254,1.72857
4784,258,1.76901
5008,270,1.80274
10966,588,1.95161
20133,1080,2.10362
85239,4918,2.17626
85332,4926,2.2016
85354,4928,2.33771
136042,9422,2.44346
153683,10986,2.57666
217032,16610,2.66755
217055,16612,3.03106
9681333,854452,3.18421
22045566,1948954,3.44533
24579396,2173258,3.60979
103921680,9201690,3.79073
