0,2,0.0280326
39,4,1.61765
417,24,1.63161
3112,168,1.70519
4874,262,1.76077
5736,308,1.76901
10256,548,1.78571
12317,658,1.8201
12355,660,1.8289
18163,970,1.93167
20802,1110,2.02477
28807,1538,2.10362
32760,1748,2.12729
70814,3786,2.16381
70852,3788,2.24074
91546,4890,2.33771
98915,5282,2.41228
178987,9552,2.66755
398472,21284,2.74501
1985782,106002,2.80612
2548118,136002,3.03106
2686283,143378,3.08045
4169201,222490,3.10575
11891122,634538,3.18421
26489906,1413442,3.32418
122892396,6557428,3.41422
184512587,9845520,3.44533
