0,2,0.0280326
45,4,1.20518
122,8,1.26994
272,16,1.43911
2221,120,1.54494
2333,126,1.70519
2370,128,1.78571
2454,132,2.04668
4890,262,2.12729
44072,2360,2.42777
284962,15220,2.55922
285000,15222,2.66755
294251,15720,2.74501
664399,35462,2.8484
2128875,113648,2.87002
7177101,383018,2.91426
9374805,500274,2.95988
10624881,566982,3.03106
16069233,857542,3.05556
21575595,1151318,3.13147
30826934,1644990,3.23876
30860401,1646776,3.35366
57971132,3093412,3.54215
109512597,5843926,3.60979
151390890,8078814,3.71622
