0,2,0.0587808
9,4,0.946753
88,24,0.987805
96,26,1.0816
104,28,1.92857
190,48,2.01381
448,108,2.7406
932,222,2.82558
3918,908,2.916
7443,1726,3.60891
123447,28446,3.75773
241783,55728,4.28824
348394,80286,6.39474
12358429,2853084,6.87736
