0,2,1.12855
50,54,1.6057
98,106,1.97085
148,158,2.3391
197,210,2.61004
246,262,2.95197
295,314,3.03139
346,366,3.17371
395,418,3.20379
445,470,3.43147
494,522,3.77654
640,678,4.09697
1903,2030,4.4183
2001,2134,4.53691
6163,6554,4.86331
13268,14094,5.32283
50457,53718,5.408
132824,141390,5.58678
317564,337638,5.68067
764018,812346,5.77778
981266,1042966,5.9823
2060848,2190450,6.20183
2084582,2215722,6.31776
5785122,6151914,6.56311
11554370,12285158,6.69307
11608907,12343242,6.82828
14806413,15741494,6.96907
42702240,45394598,7.42857
