0,2,1.22002
45,51,1.73483
86,100,2.09878
130,149,2.60978
174,198,2.88582
219,247,3.33472
263,296,3.37219
702,786,3.53088
922,1031,3.66006
1056,1178,3.84776
1100,1227,4.1113
1551,1717,4.22711
1646,1815,4.54735
4406,4902,4.61731
5542,6176,4.76389
6587,7352,4.84073
8830,9851,4.92008
33242,37144,5.26535
153601,171110,5.35938
351878,392198,5.45682
359625,400822,6.125
383735,427674,6.2526
387697,432084,6.38564
1777193,1980484,6.52446
10308965,11493001,6.82102
17083994,19044832,7.14583
64166689,71531084,8.82721
