0,2,1.09136
100,51,1.436
162,100,1.80798
206,149,2.06983
250,198,2.25658
294,247,2.56517
339,296,2.65597
384,345,2.83137
428,394,3.1263
472,443,3.29808
691,688,3.37219
734,737,3.48983
909,933,3.61596
1259,1325,3.70525
1304,1374,3.79905
1584,1668,3.94901
1673,1766,4.22711
2250,2403,4.34964
2295,2452,4.54735
19169,21219,5.08686
43540,48463,5.26535
239402,267052,5.45682
480633,536356,5.8848
1023179,1142045,6.0025
3008607,3359589,6.125
3416804,3815240,6.52446
7614706,8503217,6.66944
14125203,15774229,7.69551
22757933,25414146,8.82721
