0,132,1.51045
255884,338783,5.58155
512449,677303,6.47015
10260993,13541063,6.60152
15645855,20649983,7.02973
50783623,67027223,7.18508
82588723,109003703,7.34746
153157115,202096703,7.51734
160086554,211236743,8.07764
