1,2,0.372996
47,57,0.525356
92,112,0.717845
137,167,0.985342
181,222,1.305
225,277,1.74452
270,332,2.11538
314,387,2.57666
358,442,2.78545
402,497,3.26674
446,552,3.44533
534,662,3.54215
579,717,3.79073
623,772,3.86829
712,882,4.03333
1019,1267,4.56949
16497,20682,4.74138
19742,24752,4.86334
19786,24807,4.99175
19830,24862,5.05853
24505,30747,5.34452
188973,237767,5.66479
231735,291612,5.75095
466661,586852,5.93137
1258750,1583012,6.12348
2567343,3229107,6.90639
33802050,42519512,7.03488
212885186,267776522,7.45074
