0,2,0.896562
46,57,1.19376
90,112,1.59043
134,167,1.92186
177,222,2.18886
221,277,2.52504
264,332,3.21125
308,387,3.47701
701,882,3.71622
1262,1597,3.82911
2798,3522,4.03333
4763,5997,4.30912
12884,16282,4.35879
13495,17052,4.62538
30596,38557,4.68266
44339,55882,4.74138
48737,61437,4.80159
52604,66277,5.05853
75433,94987,5.19759
82626,104062,5.34452
82670,104117,5.58118
203049,255972,5.83977
359974,453862,5.93137
3991455,5035032,6.32845
4329631,5461997,6.663
19010284,23980277,6.90639
63586805,80234662,7.91885
