0,1,1.38128
46,56,2.09198
91,111,2.54202
135,166,3.10575
178,221,3.15762
265,331,3.50928
396,496,3.64458
439,551,3.71622
482,606,4.03333
1792,2256,4.16667
1922,2421,4.30912
1966,2476,4.35879
2226,2806,4.40962
3545,4456,4.56949
13329,16831,4.68266
15674,19801,4.74138
19037,24036,4.80159
53094,67046,4.92671
77427,97736,4.99175
110447,139481,5.19759
110752,139866,5.27003
138837,175396,5.42115
206819,261306,5.66479
225719,285231,6.0259
2513330,3176196,6.78251
39054939,49365141,6.90639
52849413,66802891,7.03488
126494628,159897266,7.45074
196846859,248821706,7.91885
