0,2,0.948276
45,57,1.27853
89,112,1.69753
131,167,2.2541
174,222,2.64886
217,277,3.03106
261,332,3.18421
305,387,3.23876
348,442,3.44533
392,497,3.64458
523,662,3.68005
567,717,3.99077
1529,1927,4.03333
1661,2092,4.26056
1705,2147,4.46165
1880,2367,4.56949
8558,10782,4.74138
48509,61217,4.86334
49197,62097,4.92671
49283,62207,5.12712
49327,62262,5.19759
62775,79257,5.66479
161923,204492,5.83977
1490914,1883147,6.0259
1644226,2076637,6.663
37577079,47467862,6.78251
66877845,84470707,6.90639
148525268,187574312,7.03488
