0,2,1.1467
46,57,1.45573
91,112,1.76077
134,167,2.18886
177,222,2.54202
221,277,2.91426
264,332,3.21125
308,387,3.23876
482,607,3.29521
718,882,3.35366
983,1212,3.82911
1514,1872,4.12125
1559,1927,4.30912
3484,4347,4.40962
3528,4402,4.51493
3572,4457,4.74138
4281,5337,4.86334
17976,22497,5.05853
18018,22552,5.27003
125820,157302,5.34452
344992,431972,5.58118
604268,757077,6.12348
2159873,2706167,6.22428
2437376,3053877,6.78251
4859531,6089272,6.90639
64803819,81244462,7.16825
70004278,87766197,7.75641
