0,2,1.59186
22,39,2.0494
48,76,3.32282
10599039,18713862,3.38861
10599112,18713973,3.45707
10599161,18714047,3.68011
10599186,18714084,3.76099
10599261,18714195,3.84551
10599625,18714750,4.33228
10599856,18715083,4.44481
10599881,18715120,4.56333
10600254,18715675,4.96014
10601898,18718117,5.26538
10623070,18749641,5.43254
10623144,18749752,5.61066
10737368,18919027,5.80085
10769954,18967497,6.00439
11138202,19513173,6.22273
11217745,19631610,6.98469
13621758,23196153,7.28191
14966856,25188307,7.60556
16340367,27200367,7.9593
