0,2,1.30458
24,46,1.4362
52,90,1.88327
96,134,2.04219
153,222,2.13216
182,266,2.2723
210,310,2.43216
239,354,2.45685
380,574,2.53403
437,662,3.04403
550,838,3.29252
579,882,3.43262
2392,3698,3.75194
2645,4094,3.81102
2729,4226,3.93496
2758,4270,4
5498,8494,4.60952
20072,31066,4.69903
47573,73702,4.79208
80813,125226,4.98969
326277,505782,5.09474
440124,682574,5.83133
975200,1513294,6.28571
9366927,14530122,6.8169
47904116,74317014,7.01449
69843401,117106530,7.44615
71023287,120350342,7.68254
72677090,124895190,7.93443
