1,2,1.52462
41,53,1.85521
84,104,2.0942
122,155,2.28559
164,206,2.70374
210,257,3.08907
248,308,3.37792
290,359,3.52439
403,512,3.60249
441,563,4.10252
779,1022,4.15495
5503,7397,4.69495
9126,12293,4.76374
28258,38252,4.90755
29855,40394,5.88462
64938,87977,6.22249
786461,1065749,6.3439
3824265,5185886,6.88095
39763575,53869619,7.69527
