0,2,1.15172
32,49,1.69662
95,143,2.51595
164,237,2.7962
294,425,2.82481
326,472,2.91425
488,707,3.0427
521,754,3.33686
684,989,3.4195
1647,2399,3.50635
1807,2634,3.55145
1840,2681,3.69398
2193,3198,3.95878
8540,12504,4.07565
15766,23126,4.19962
15798,23173,4.4004
38226,56026,4.86564
84391,123659,5.13721
135558,198765,5.55025
1226299,1800008,5.90642
1506168,2211117,6.03552
9924001,14477694,6.45906
22713812,33256779,6.61377
57215743,83918220,7.12581
81231003,119182931,7.51361
86090302,126317954,8.18148
