0,2,0.777906
39,54,1.0258
79,106,1.49889
117,158,2.06728
156,210,2.3391
195,262,2.42294
342,418,2.59004
381,470,2.97797
460,574,3.00444
499,626,3.08676
580,730,3.23445
619,782,3.39698
737,938,3.53927
776,990,3.65405
2006,2654,3.90751
2314,3070,4.0479
5757,7698,4.36129
24343,32554,4.79433
117809,157978,4.86331
120120,161046,4.93431
120159,161098,5.00741
120277,161254,5.08271
140464,188294,5.408
1420911,1903878,5.58678
1420950,1903930,6.09009
3824620,5122678,6.20183
20955295,28061438,6.4381
36927801,49448726,6.82828
