0,2,0.0399863
103,41,2.44534
180,80,3.9
137572,187046,4.06684
467720,635702,4.34571
2193209,2982839,4.55389
17998316,24485216,4.66564
20388595,27738479,5.17347
23538951,32024267,5.98819
83212422,113196566,6.39076
