0,2,1.38699
39,47,1.86808
76,92,2.19156
114,137,2.46951
151,182,3.03144
226,272,3.18396
263,317,3.22452
338,407,3.35265
449,542,3.59043
487,587,4.05
635,767,4.11585
1526,1847,4.18388
2373,2882,4.40217
2835,3422,4.48009
3999,4817,4.56081
4734,5717,4.6445
11301,13637,4.91505
14950,18047,5.01238
18510,22367,5.56319
18547,22412,5.6882
40670,49187,5.81897
137018,165872,6.25
952270,1153037,6.57468
1164007,1409402,7.13028
1919312,2324027,7.33696
2699912,3269522,7.55597
7321321,8867252,8.03571
20520267,24858317,8.58051
